"","Allocated.Time","Web.or.Phone","Answered.by.specialist","Holiday.Type","Accom.type","Dep.Airport","Lead.Time","Destination","Duration","Adults","Children","Transport.Type","Answered.Q","Notes.Completed","Title","Enquiry.Comments","Booked.Status","EnquiryYear","EnquiryMonth","EnquiryDay","EnquiryWeekday","DepYear","DepMonth","DepDay","DepWeekday","Enquiry.Timecat","Enquiry.Time_class","DepartureSeason","Hotkey","Gender"
"675","Slow","WEB","","A","grade2","Lon Gat",76," AA Resort",14,4,0,"None Required","YES","YES","Mr","NO","0","2017","4",6,"Thursday","2018","9",17,"Monday","Business_Hour","afternoon","fall","","M"
"676","Slow","WEB","","A","grade2","MCH",68," AB",14,4,0,"A","NO","NO","Mr","NO","0","2017","6",18,"Sunday","2018","10",9,"Tuesday","Business_Hour","afternoon","fall","","M"
"677","Slow","WEB","Yes","A","grade3","BH",38," AB",18,4,1,"A","YES","YES","Mr","NO","0","2017","11",6,"Monday","2018","7",30,"Monday","Closed","morning","summer","Yes","M"
"678","Slow","WEB","Yes","B","grade2","Lon All",51," AB",14,5,0,"None Required","NO","NO","Mr","NO","0","2018","6",1,"Friday","2019","5",25,"Saturday","Business_Hour","morning","spring","Yes","M"
"679","Slow","WEB","","A","grade1","Lon All",49," PP Area",14,6,3,"A","YES","YES","Mr","YES","0","2018","8",26,"Sunday","2019","8",10,"Saturday","Business_Hour","morning","summer","","M"
"680","Slow","WEB","Yes","E","grade1","Lon All",24," JH Area",14,3,0,"None Required","NO","NO","Mr","NO","0","2017","2",26,"Sunday","2017","8",17,"Thursday","Business_Hour","afternoon","summer","Yes","M"
"681","Slow","WEB","","A","grade2","Lon All",57," AC",7,2,2,"B","YES","NO","Mr","NO","0","2017","1",7,"Saturday","2018","2",9,"Friday","Business_Hour","morning","winter","","M"
"682","Slow","WEB","Yes","A","grade2","Lon All",83," DC Drive",21,2,0,"None Required","NO","NO","Mr","NO","0","2017","3",19,"Sunday","2018","10",22,"Monday","Business_Hour","afternoon","fall","Yes","M"
"683","Slow","WEB","","OTHER","grade1","Lon All",6," AB",14,2,0,"None Required","NO","NO","Mr","NO","0","2019","1",15,"Tuesday","2019","3",1,"Friday","Business_Hour","afternoon","spring","","M"
"684","Slow","WEB","Yes","A","grade1","Lon All",78," JH Area",14,4,1,"A","NO","NO","Mr","NO","0","2017","1",15,"Sunday","2018","7",19,"Thursday","Closed","morning","summer","Yes","M"
"685","Slow","WEB","","B","grade2","OTHER",51," AA Resort",14,2,2,"B","YES","YES","Mr","NO","0","2017","10",9,"Monday","2018","10",2,"Tuesday","Business_Hour","afternoon","fall","","M"
"686","Slow","WEB","","A","grade2","MCH",8," CC City",5,2,0,"None Required","NO","NO","Mr","NO","0","2017","9",29,"Friday","2017","11",20,"Monday","Business_Hour","morning","fall","","M"
"687","Slow","WEB","","A","grade2","Lon Gat",16," AB",14,3,1,"None Required","NO","NO","Mr","NO","0","2017","2",6,"Monday","2017","5",31,"Wednesday","Business_Hour","morning","spring","","M"
"688","Slow","WEB","","A","grade2","Lon All",72," AC",14,5,0,"B","NO","NO","Mr","NO","0","2017","4",17,"Monday","2018","9",7,"Friday","Business_Hour","morning","fall","","M"
"689","Slow","WEB","","A","grade2","Lon All",53," AA Resort",14,2,2,"None Required","YES","YES","Mr","NO","0","2017","3",22,"Wednesday","2018","3",31,"Saturday","Business_Hour","afternoon","spring","","M"
"690","Slow","WEB","","A","grade1","MCH",39," AC",14,4,0,"A","YES","NO","Mr","NO","0","2017","1",15,"Sunday","2017","10",18,"Wednesday","Business_Hour","morning","fall","","M"
"691","Slow","WEB","","A","grade1","Any Airport",71," AB",14,5,0,"A","NO","NO","Mr","NO","0","2017","2",27,"Monday","2018","7",8,"Sunday","Business_Hour","morning","summer","","M"
"692","Slow","WEB","","A","grade2","MCH",69," AC",14,7,0,"B","NO","NO","Mr","NO","0","2017","4",19,"Wednesday","2018","8",12,"Sunday","Business_Hour","afternoon","summer","","M"
"693","Slow","WEB","","A","grade1","MCH",49," AC",14,4,3,"A","NO","NO","Mr","NO","0","2017","9",9,"Saturday","2018","8",12,"Sunday","Closed","morning","summer","","M"
"694","Slow","WEB","","A","grade1","Lon Heathrow",49," AC",16,6,0,"A","NO","NO","Mr","NO","0","2017","10",10,"Tuesday","2018","9",20,"Thursday","Business_Hour","morning","fall","","M"
"695","Slow","WEB","","E","None","BH",29," AC",14,4,0,"A","NO","NO","Mr","NO","0","2018","1",27,"Saturday","2018","8",16,"Thursday","Business_Hour","morning","summer","","M"
"696","Slow","WEB","Yes","A","grade1","MCH",83," JH Area",14,4,3,"A","YES","NO","Mr","NO","0","2019","1",22,"Tuesday","2020","8",24,"Monday","Business_Hour","morning","summer","Yes","M"
"697","Slow","WEB","Yes","A","grade2","MCH",9," AA Resort",10,2,2,"B","YES","NO","Mr","NO","0","2019","1",27,"Sunday","2019","4",6,"Saturday","Business_Hour","morning","spring","Yes","M"
"698","Slow","WEB","Yes","A","grade1","Lon Gat",56," AB",14,2,1,"A","YES","YES","Mr","YES","0","2018","7",15,"Sunday","2019","8",17,"Saturday","Business_Hour","morning","summer","Yes","M"
"699","Slow","WEB","Yes","A","grade1","Lon All",67," AC",14,5,0,"A","NO","NO","Mr","NO","0","2017","5",7,"Sunday","2018","8",19,"Sunday","Business_Hour","afternoon","summer","Yes","M"
"700","Slow","WEB","Yes","A","grade2","Lon All",43," AC",14,4,0,"None Required","YES","YES","Mr","NO","0","2017","6",23,"Friday","2018","4",17,"Tuesday","Business_Hour","morning","spring","Yes","M"
"701","Slow","WEB","Yes","A","grade2","Lon Gat",47," AC",16,2,0,"B","NO","NO","Mr","NO","0","2017","7",30,"Sunday","2018","6",28,"Thursday","Closed","morning","summer","Yes","M"
"702","Slow","WEB","Yes","B","grade2","MCH",29," AB",14,2,0,"A","NO","NO","Mr","NO","0","2017","11",25,"Saturday","2018","6",15,"Friday","Closed","morning","summer","Yes","M"
"703","Slow","WEB","Yes","A","grade2","OTHER",42,"OTHER",14,4,0,"B","YES","NO","Mr","YES","0","2018","11",3,"Saturday","2019","8",22,"Thursday","Closed","morning","summer","Yes","M"
"704","Slow","WEB","Yes","A","grade2","MCH",97," DC Drive",10,2,0,"B","YES","NO","Mr","YES","0","2018","6",27,"Wednesday","2020","5",5,"Tuesday","Business_Hour","afternoon","spring","Yes","M"
"705","Slow","WEB","Yes","B","grade2","Lon All",48," IO Vista",14,2,2,"A","YES","YES","Mr","YES","0","2018","9",10,"Monday","2019","8",17,"Saturday","Closed","morning","summer","Yes","M"
"706","Slow","WEB","Yes","A","grade1","Lon All",19," AC",14,6,0,"B","NO","NO","Mr","NO","0","2017","3",29,"Wednesday","2017","8",7,"Monday","Business_Hour","morning","summer","Yes","M"
"707","Slow","WEB","","A","grade2","Lon Gat",69," AB",14,3,1,"None Required","NO","NO","Mr","NO","0","2017","4",14,"Friday","2018","8",11,"Saturday","Business_Hour","afternoon","summer","","M"
"708","Slow","WEB","Yes","E","grade1","Lon Gat",7," AB",11,2,2,"A","NO","NO","Mr","NO","0","2017","6",11,"Sunday","2017","8",5,"Saturday","Business_Hour","afternoon","summer","Yes","M"
"709","Slow","WEB","","B","grade3","Lon All",34," AB",9,3,1,"A","NO","NO","Mr","NO","0","2017","12",5,"Tuesday","2018","7",31,"Tuesday","Closed","morning","summer","","M"
"710","Slow","WEB","Yes","A","grade1","MCH",69," AA Resort",21,4,0,"A","NO","NO","Mr","NO","0","2017","4",15,"Saturday","2018","8",8,"Wednesday","Business_Hour","morning","summer","Yes","M"
"711","Slow","WEB","Yes","A","grade2","GG",62,"OTHER",14,2,0,"None Required","NO","NO","Mr","NO","0","2017","8",15,"Tuesday","2018","10",22,"Monday","Business_Hour","morning","fall","Yes","M"
"712","Slow","WEB","","E","None","Lon Gat",102," AC",14,4,1,"None Required","YES","YES","Mr","NO","0","2017","9",4,"Monday","2019","8",24,"Saturday","Business_Hour","afternoon","summer","","M"
"713","Slow","WEB","Yes","A","grade2","MCH",47," NM AB Resort",10,4,0,"None Required","YES","NO","Mr","YES","0","2018","10",27,"Saturday","2019","9",18,"Wednesday","Closed","morning","fall","Yes","M"
"714","Slow","WEB","Yes","A","grade3","Lon Gat",39," JH Area",14,5,0,"None Required","YES","NO","Mr","NO","0","2019","1",13,"Sunday","2019","10",18,"Friday","Business_Hour","morning","fall","Yes","M"
"715","Slow","WEB","","B","grade2","GG",58," CC City",10,2,0,"None Required","YES","YES","Mr","NO","0","2018","2",2,"Friday","2019","3",11,"Monday","Business_Hour","morning","spring","","M"
"716","Slow","WEB","Yes","B","grade2","Lon All",54," LV",14,2,0,"B","YES","YES","Mr","NO","0","2018","4",26,"Thursday","2019","5",8,"Wednesday","Business_Hour","morning","spring","Yes","M"
"717","Slow","WEB","","A","grade2","MCH",29," AC",14,5,0,"A","YES","NO","Mr","NO","0","2017","1",12,"Thursday","2017","7",31,"Monday","Business_Hour","afternoon","summer","","M"
"718","Slow","WEB","","A","grade2","Lon All",21," AC",7,4,0,"None Required","YES","YES","Mr","NO","0","2018","1",26,"Friday","2018","6",23,"Saturday","Business_Hour","morning","summer","","M"
"719","Slow","WEB","Yes","E","None","MCH",34," JH Area",18,3,0,"A","NO","NO","Mr","NO","0","2017","11",24,"Friday","2018","7",18,"Wednesday","Business_Hour","morning","summer","Yes","M"
"720","Slow","WEB","","A","grade1","MCH",41," JH Area",14,6,0,"A","YES","YES","Mr","YES","0","2018","7",21,"Saturday","2019","4",28,"Sunday","Business_Hour","afternoon","spring","","M"
"721","Slow","WEB","","E","None","Lon All",50,"OTHER",14,6,2,"None Required","YES","NO","Mr","YES","0","2018","8",28,"Tuesday","2019","8",17,"Saturday","Business_Hour","morning","summer","","M"
"722","Slow","WEB","","A","grade1","Lon All",47," AB",14,7,1,"A","NO","NO","Mr","NO","0","2017","9",11,"Monday","2018","8",11,"Saturday","Business_Hour","night","summer","","M"
"723","Slow","WEB","Yes","A","grade2","MCH",52," AA Resort",14,3,1,"B","YES","NO","Mr","YES","0","2018","10",7,"Sunday","2019","10",6,"Sunday","Business_Hour","afternoon","fall","Yes","M"
"724","Slow","WEB","","A","grade1","MCH",14," JH Area",12,6,0,"A","YES","YES","Mr","NO","0","2017","5",19,"Friday","2017","8",21,"Monday","Business_Hour","morning","summer","","M"
"725","Slow","WEB","","B","grade2","Lon All",30," SF",15,2,0,"None Required","NO","NO","Mr","NO","0","2017","8",2,"Wednesday","2018","3",3,"Saturday","Business_Hour","morning","spring","","M"
"726","Slow","WEB","","B","grade2","MCH",13," LV",14,4,0,"A","NO","NO","Mr","NO","0","2017","3",26,"Sunday","2017","7",1,"Saturday","Business_Hour","afternoon","summer","","M"
"727","Slow","WEB","","A","grade2","MCH",48," AC",14,2,0,"B","NO","NO","Mr","NO","0","2017","7",19,"Wednesday","2018","6",17,"Sunday","Business_Hour","afternoon","summer","","M"
"728","Slow","WEB","","A","grade2","MCH",65," AC",14,5,1,"B","NO","NO","Mr","NO","0","2018","5",16,"Wednesday","2019","8",14,"Wednesday","Business_Hour","afternoon","summer","","M"
"729","Slow","WEB","Yes","A","grade1","Lon All",83," AC",14,3,2,"A","NO","NO","Mr","NO","0","2017","1",8,"Sunday","2018","8",15,"Wednesday","Business_Hour","morning","summer","Yes","M"
"730","Slow","WEB","Yes","A","grade2","MCH",21," AA Resort",10,4,0,"B","NO","NO","Mr","NO","0","2017","2",5,"Sunday","2017","7",5,"Wednesday","Business_Hour","morning","summer","Yes","M"
"731","Slow","WEB","Yes","A","grade1","GG",58," AC",14,6,2,"A","NO","NO","Mr","NO","0","2017","9",23,"Saturday","2018","10",31,"Wednesday","Business_Hour","morning","fall","Yes","M"
"732","Slow","WEB","Yes","B","grade2","MCH",4," JH Area",9,3,0,"A","YES","YES","Mr","YES","0","2018","7",3,"Tuesday","2018","8",4,"Saturday","Closed","morning","summer","Yes","M"
"733","Slow","WEB","Yes","A","grade1","Lon Gat",6," AB",14,3,0,"B","YES","NO","Mr","YES","0","2018","7",29,"Sunday","2018","9",9,"Sunday","Business_Hour","morning","fall","Yes","M"
"734","Slow","WEB","","A","grade2","Lon Gat",61," AC",10,5,4,"A","NO","NO","Mr","NO","0","2017","1",30,"Monday","2018","4",7,"Saturday","Business_Hour","morning","spring","","M"
"735","Slow","WEB","","A","grade1","MCH",81," AC",14,5,2,"None Required","YES","YES","Mr","NO","0","2017","4",1,"Saturday","2018","10",17,"Wednesday","Business_Hour","afternoon","fall","","M"
"736","Slow","WEB","Yes","A","grade2","MCH",23," AC",14,1,1,"B","NO","NO","Mr","NO","0","2017","10",20,"Friday","2018","3",29,"Thursday","Business_Hour","morning","spring","Yes","M"
"737","Slow","WEB","Yes","A","grade1","Lon Heathrow",62," JH Area",14,5,2,"A","NO","NO","Mr","NO","0","2018","5",28,"Monday","2019","8",10,"Saturday","Business_Hour","morning","summer","Yes","M"
"738","Slow","WEB","Yes","A","grade3","MCH",35," NM AB Resort",21,4,2,"A","YES","NO","Mr","YES","0","2018","8",12,"Sunday","2019","4",17,"Wednesday","Business_Hour","afternoon","spring","Yes","M"
"739","Slow","WEB","Yes","A","grade1","Lon Gat",81," AC",14,2,2,"A","NO","NO","Mr","NO","0","2018","4",7,"Saturday","2019","10",21,"Monday","Business_Hour","afternoon","fall","Yes","M"
"740","Slow","WEB","Yes","OTHER","grade2","Lon Gat",4,"OTHER",7,2,0,"None Required","NO","NO","Mr","NO","0","2017","7",18,"Tuesday","2017","8",19,"Saturday","Business_Hour","afternoon","summer","Yes","M"
"741","Slow","WEB","","E","None","Lon All",34," AC",14,4,0,"A","NO","NO","Mr","NO","0","2018","1",19,"Friday","2018","9",12,"Wednesday","Business_Hour","morning","fall","","M"
"742","Slow","WEB","Yes","A","grade2","Lon All",39," AA Resort",14,2,2,"B","YES","NO","Mr","YES","0","2018","7",5,"Thursday","2019","4",6,"Saturday","Business_Hour","afternoon","spring","Yes","M"
"743","Slow","WEB","Yes","E","grade2","Lon Gat",63," AB",17,2,1,"A","NO","NO","Mr","NO","0","2017","3",4,"Saturday","2018","5",14,"Monday","Business_Hour","morning","spring","Yes","M"
"744","Slow","WEB","Yes","A","grade2","MCH",74," AC",14,4,0,"A","NO","NO","Mr","NO","0","2017","4",26,"Wednesday","2018","9",27,"Thursday","Closed","morning","fall","Yes","M"
"745","Slow","WEB","Yes","A","grade1","Lon All",62," AB",21,4,3,"A","NO","NO","Mr","NO","0","2017","11",30,"Thursday","2019","2",7,"Thursday","Closed","morning","winter","Yes","M"
"746","Slow","WEB","Yes","A","grade1","Lon Gat",43," AB",14,3,2,"A","NO","NO","Mr","NO","0","2017","10",19,"Thursday","2018","8",14,"Tuesday","Business_Hour","morning","summer","Yes","M"
"747","Slow","WEB","Yes","E","None","MCH",79," AB",14,6,2,"A","YES","YES","Mr","NO","0","2018","4",2,"Monday","2019","10",9,"Wednesday","Business_Hour","afternoon","fall","Yes","M"
"748","Slow","WEB","Yes","A","grade2","MCH",27," PP Area",10,1,2,"B","YES","YES","Mr","YES","0","2018","8",4,"Saturday","2019","2",9,"Saturday","Closed","morning","winter","Yes","M"
"749","Slow","WEB","","OTHER","grade3","Any Airport",27," AB",10,3,1,"None Required","NO","NO","Mr","NO","0","2017","2",12,"Sunday","2017","8",20,"Sunday","Business_Hour","morning","summer","","M"
"750","Slow","WEB","","A","grade3","MCH",88," AB",14,2,2,"A","NO","NO","Mr","NO","0","2017","9",15,"Friday","2019","5",23,"Thursday","Business_Hour","afternoon","spring","","M"
"751","Slow","WEB","Yes","A","grade2","Lon All",49," AB",9,5,0,"A","NO","NO","Mr","NO","0","2018","5",30,"Wednesday","2019","5",11,"Saturday","Business_Hour","afternoon","spring","Yes","M"
"752","Slow","WEB","","A","grade1","Lon Gat",85," JH Area",14,3,2,"A","YES","NO","Mr","NO","0","2017","1",7,"Saturday","2018","8",21,"Tuesday","Business_Hour","morning","summer","","M"
"753","Slow","WEB","","A","grade2","GG",74," AC",14,2,2,"A","NO","NO","Mr","NO","0","2017","1",15,"Sunday","2018","6",21,"Thursday","Business_Hour","morning","summer","","M"
"754","Slow","WEB","","A","grade1","MCH",73," JH Area",14,3,0,"A","NO","NO","Mr","NO","0","2017","5",9,"Tuesday","2018","10",2,"Tuesday","Business_Hour","afternoon","fall","","M"
"755","Slow","WEB","","A","grade2","MCH",56," AB",21,2,0,"B","NO","NO","Mr","NO","0","2018","5",6,"Sunday","2019","6",2,"Sunday","Business_Hour","afternoon","summer","","M"
"756","Slow","WEB","Yes","A","grade2","Lon Gat",46," AA Resort",14,2,1,"A","YES","YES","Mr","YES","0","2018","6",21,"Thursday","2019","5",7,"Tuesday","Business_Hour","afternoon","spring","Yes","M"
"757","Slow","WEB","Yes","A","grade2","BH",95," AB",14,2,1,"B","NO","NO","Mr","NO","0","2017","1",10,"Tuesday","2018","11",7,"Wednesday","Business_Hour","afternoon","fall","Yes","M"
"758","Slow","WEB","Yes","B","grade2","Lon All",36," AB",14,4,1,"B","NO","NO","Mr","NO","0","2017","11",30,"Thursday","2018","8",7,"Tuesday","Business_Hour","afternoon","summer","Yes","M"
"759","Slow","WEB","","A","grade2","MCH",16," AB",14,3,1,"A","NO","NO","Mr","NO","0","2017","3",16,"Thursday","2017","7",6,"Thursday","Business_Hour","afternoon","summer","","M"
"760","Slow","WEB","Yes","B","grade2","MCH",34,"OTHER",8,2,0,"None Required","NO","NO","Mr","NO","0","2017","7",29,"Saturday","2018","3",20,"Tuesday","Business_Hour","morning","spring","Yes","M"
"761","Slow","WEB","","A","grade2","Lon Gat",13," AA Resort",12,1,0,"B","YES","YES","Mr","NO","0","2017","8",29,"Tuesday","2017","11",26,"Sunday","Business_Hour","morning","fall","","M"
"762","Slow","WEB","Yes","B","grade2","MCH",17," LA",9,2,0,"B","YES","YES","Mr","YES","0","2018","10",5,"Friday","2019","2",1,"Friday","Business_Hour","afternoon","winter","Yes","M"
"763","Slow","WEB","Yes","A","grade1","MCH",40," AC",14,3,1,"A","YES","YES","Mr","NO","0","2017","11",1,"Wednesday","2018","8",9,"Thursday","Business_Hour","afternoon","summer","Yes","M"
"764","Slow","WEB","","A","grade2","MCH",57," AB",14,2,2,"None Required","NO","NO","Mr","NO","0","2017","5",17,"Wednesday","2018","6",21,"Thursday","Business_Hour","morning","summer","","M"
"765","Slow","WEB","","A","grade1","Lon All",23," AB",14,5,1,"A","NO","NO","Mr","NO","0","2018","1",30,"Tuesday","2018","7",13,"Friday","Business_Hour","night","summer","","M"
"766","Slow","WEB","Yes","A","grade2","GG",57," AB",13,3,1,"None Required","YES","YES","Mr","NO","0","2018","6",1,"Friday","2019","7",1,"Monday","Business_Hour","afternoon","summer","Yes","M"
"767","Slow","WEB","","OTHER","grade2","MCH",34," AC",10,2,2,"None Required","NO","NO","Mr","NO","0","2017","5",11,"Thursday","2017","12",31,"Sunday","Business_Hour","morning","winter","","M"
"768","Slow","WEB","Yes","A","grade1","GG",26," PP Area",14,4,0,"A","YES","NO","Mr","YES","0","2018","11",14,"Wednesday","2019","5",17,"Friday","Business_Hour","afternoon","spring","Yes","M"
"769","Slow","WEB","","A","grade2","Lon Gat",53," AC",12,3,1,"A","NO","NO","Mr","NO","0","2017","5",21,"Sunday","2018","5",30,"Wednesday","Business_Hour","morning","spring","","M"
"770","Slow","WEB","Yes","E","None","Lon All",50," JH Area",14,6,2,"A","YES","YES","Mr","NO","0","2017","8",24,"Thursday","2018","8",11,"Saturday","Business_Hour","morning","summer","Yes","M"
"771","Slow","WEB","","OTHER","grade2","Lon All",42," NM AB Resort",4,4,0,"B","NO","NO","Mr","NO","0","2017","1",4,"Wednesday","2017","10",28,"Saturday","Business_Hour","afternoon","fall","","M"
"772","Slow","WEB","","B","grade2","MCH",77," CC City",13,2,0,"None Required","NO","NO","Mr","NO","0","2017","5",16,"Tuesday","2018","11",8,"Thursday","Business_Hour","morning","fall","","M"
"773","Slow","WEB","","A","grade1","MCH",22," AB",14,4,2,"A","NO","NO","Mr","NO","0","2017","2",3,"Friday","2017","7",8,"Saturday","Business_Hour","afternoon","summer","","M"
"774","Slow","WEB","Yes","A","grade2","Lon All",82," AC",12,2,0,"B","NO","NO","Mr","NO","0","2017","3",26,"Sunday","2018","10",27,"Saturday","Business_Hour","morning","fall","Yes","M"
"775","Slow","WEB","Yes","B","grade2","OTHER",27," CC City",11,4,0,"None Required","NO","NO","Mr","NO","0","2017","10",15,"Sunday","2018","4",28,"Saturday","Business_Hour","morning","spring","Yes","M"
"776","Slow","WEB","","E","None","Lon All",63," AC",14,4,1,"A","NO","NO","Mr","NO","0","2018","5",15,"Tuesday","2019","8",3,"Saturday","Business_Hour","afternoon","summer","","M"
"777","Slow","WEB","Yes","A","grade2","Lon Gat",46," AA Resort",14,2,0,"B","YES","NO","Mr","YES","0","2018","6",17,"Sunday","2019","5",10,"Friday","Business_Hour","morning","spring","Yes","M"
"778","Slow","WEB","Yes","A","grade1","OTHER",42," AB",14,3,1,"A","YES","NO","Mr","YES","0","2018","10",14,"Sunday","2019","8",5,"Monday","Business_Hour","morning","summer","Yes","M"
"779","Slow","WEB","Yes","A","grade1","MCH",108," AC",14,4,1,"A","NO","NO","Mr","NO","0","2017","5",8,"Monday","2019","6",5,"Wednesday","Business_Hour","afternoon","summer","Yes","M"
"780","Slow","WEB","","A","grade1","Lon All",13," AC",7,2,2,"A","NO","NO","Mr","NO","0","2017","11",12,"Sunday","2018","2",12,"Monday","Business_Hour","night","winter","","M"
"781","Slow","WEB","","A","grade1","Lon Gat",62," AC",14,4,0,"A","NO","NO","Mr","NO","0","2018","6",2,"Saturday","2019","8",7,"Wednesday","Business_Hour","morning","summer","","M"
"782","Slow","WEB","Yes","A","grade2","Lon Gat",60," PP Area",10,3,1,"None Required","YES","YES","Mr","YES","0","2018","8",26,"Sunday","2019","10",25,"Friday","Business_Hour","afternoon","fall","Yes","M"
"783","Slow","WEB","","A","grade3","Lon Heathrow",43," NM AB Resort",14,4,0,"None Required","YES","NO","Mr","YES","0","2018","10",12,"Friday","2019","8",10,"Saturday","Business_Hour","afternoon","summer","","M"
"784","Slow","WEB","Yes","A","grade2","Lon All",78," AB",14,6,0,"B","YES","YES","Mr","NO","0","2018","4",9,"Monday","2019","10",7,"Monday","Business_Hour","night","fall","Yes","M"
"785","Slow","WEB","Yes","A","grade2","MCH",63," DC Drive",14,2,0,"A","YES","NO","Mr","YES","0","2018","7",6,"Friday","2019","9",16,"Monday","Business_Hour","morning","fall","Yes","M"
"786","Slow","WEB","Yes","A","grade1","Lon All",45," JH Area",14,5,2,"A","YES","NO","Mr","YES","0","2018","10",12,"Friday","2019","8",21,"Wednesday","Business_Hour","afternoon","summer","Yes","M"
"787","Slow","WEB","Yes","E","None","MCH",67," JH Area",19,4,3,"A","YES","NO","Mr","NO","0","2019","1",1,"Tuesday","2020","4",15,"Wednesday","Business_Hour","afternoon","spring","Yes","M"
"788","Slow","WEB","","A","grade3","Lon All",60," JH Area",14,4,0,"A","NO","NO","Mr","NO","0","2017","6",11,"Sunday","2018","8",7,"Tuesday","Business_Hour","night","summer","","M"
"789","Slow","WEB","Yes","E","None","Lon All",21," AB",12,3,0,"None Required","NO","NO","Mr","NO","0","2018","2",4,"Sunday","2018","7",7,"Saturday","Business_Hour","afternoon","summer","Yes","M"
"790","Slow","WEB","Yes","A","grade1","MCH",62," AC",14,5,1,"A","NO","NO","Miss","NO","0","2017","6",5,"Monday","2018","8",18,"Saturday","Business_Hour","night","summer","Yes","F"
"791","Slow","WEB","","A","grade2","Lon Gat",52," AC",14,4,0,"A","NO","NO","Miss","NO","0","2017","10",2,"Monday","2018","10",4,"Thursday","Business_Hour","afternoon","fall","","F"
"792","Slow","WEB","","A","grade2","OTHER",46," PP Area",14,4,0,"B","YES","NO","Miss","YES","0","2018","9",15,"Saturday","2019","8",1,"Thursday","Business_Hour","morning","summer","","F"
"793","Slow","PHONE","","A","grade2","MCH",70," AB",14,4,0,"None Required","NO","NO","Miss","NO","0","2017","4",20,"Thursday","2018","8",21,"Tuesday","Business_Hour","morning","summer","","F"
"794","Slow","WEB","","A","grade2","Lon Gat",78," AC",14,3,1,"B","NO","NO","Miss","NO","0","2017","5",11,"Thursday","2018","11",6,"Tuesday","Business_Hour","afternoon","fall","","F"
"795","Slow","WEB","Yes","B","grade2","Lon All",68," AB",14,4,0,"None Required","YES","YES","Miss","NO","0","2017","7",1,"Saturday","2018","10",14,"Sunday","Business_Hour","afternoon","fall","Yes","F"
"796","Slow","WEB","","A","grade2","Lon Gat",52," AA Resort",14,2,0,"B","YES","YES","Miss","YES","0","2018","11",28,"Wednesday","2019","11",25,"Monday","Business_Hour","morning","fall","","F"
"797","Slow","WEB","Yes","A","grade1","MCH",104," AC",14,3,1,"A","NO","NO","Miss","NO","0","2017","5",14,"Sunday","2019","5",16,"Thursday","Business_Hour","afternoon","spring","Yes","F"
"798","Slow","WEB","Yes","A","grade3","OTHER",51," AB",14,5,0,"A","NO","NO","Miss","NO","0","2017","5",17,"Wednesday","2018","5",12,"Saturday","Business_Hour","afternoon","spring","Yes","F"
"799","Slow","WEB","","A","grade1","Lon All",43," AB",14,3,2,"A","NO","NO","Miss","NO","0","2017","12",31,"Sunday","2018","11",3,"Saturday","Business_Hour","morning","fall","","F"
"800","Slow","WEB","","B","grade2","Lon All",42," NM AB Resort",10,3,1,"A","YES","YES","Miss","YES","0","2018","7",30,"Monday","2019","5",19,"Sunday","Business_Hour","afternoon","spring","","F"
"801","Slow","WEB","","OTHER","grade2","OTHER",31," AC",8,4,0,"None Required","NO","NO","Miss","NO","0","2017","9",6,"Wednesday","2018","4",9,"Monday","Business_Hour","night","spring","","F"
"802","Slow","WEB","","A","grade2","Lon All",66," AB",14,2,1,"B","NO","NO","Miss","NO","0","2018","5",4,"Friday","2019","8",6,"Tuesday","Business_Hour","afternoon","summer","","F"
"803","Slow","WEB","","A","grade2","MCH",105," NM AB Resort",14,3,1,"A","YES","NO","Miss","YES","0","2018","10",28,"Sunday","2020","11",6,"Friday","Business_Hour","afternoon","fall","","F"
"804","Slow","WEB","Yes","A","grade1","Lon All",27," PP Area",14,7,1,"None Required","YES","YES","Miss","NO","0","2019","1",3,"Thursday","2019","7",13,"Saturday","Business_Hour","night","summer","Yes","F"
"805","Slow","WEB","","A","grade1","MCH",59," AC",14,3,2,"A","NO","NO","Miss","NO","0","2018","4",1,"Sunday","2019","5",24,"Friday","Business_Hour","afternoon","spring","","F"
"806","Slow","WEB","","A","grade3","Lon Gat",58," PP Area",14,3,1,"B","NO","NO","Miss","YES","0","2018","6",24,"Sunday","2019","8",10,"Saturday","Business_Hour","night","summer","","F"
"807","Slow","WEB","","A","grade3","Any Airport",26," DC Drive",14,5,3,"A","YES","NO","Miss","NO","0","2017","1",15,"Sunday","2017","7",22,"Saturday","Business_Hour","night","summer","","F"
"808","Slow","WEB","","A","grade2","Lon All",66," AA Resort",12,4,0,"A","NO","NO","Miss","NO","0","2017","12",29,"Friday","2019","4",3,"Wednesday","Business_Hour","morning","spring","","F"
"809","Slow","WEB","Yes","OTHER","grade2","Lon All",24," AA Resort",14,2,2,"B","YES","NO","Miss","YES","0","2018","8",29,"Wednesday","2019","2",13,"Wednesday","Business_Hour","morning","winter","Yes","F"
"810","Slow","WEB","Yes","OTHER","grade3","MCH",41," JH Area",18,2,0,"A","YES","YES","Miss","NO","0","2018","4",22,"Sunday","2019","2",6,"Wednesday","Business_Hour","afternoon","winter","Yes","F"
"811","Slow","WEB","","A","grade1","Lon Heathrow",9,"OTHER",7,3,0,"A","YES","YES","Miss","YES","0","2018","7",24,"Tuesday","2018","9",29,"Saturday","Business_Hour","morning","fall","","F"
